id,first_name,last_name,country,city,street,housenumber,date_of_birth,tax_id
1731,Sandra,Shaw,Peru,Combapata,Scofield Alley,69392,1994-01-21,128760495
1732,Roy,Simmons,Canada,Maple Ridge,Golf Parkway,1902,1952-11-30,854877663
1733,Bruce,Williamson,Ukraine,Volodarka,Stuart Junction,8,1947-07-17,110624878
1734,Norma,Jenkins,Kazakhstan,Shu,Ramsey Park,3,1940-08-25,808587811
1735,Thomas,Price,Serbia,Ljubovija,Shoshone Court,1004,1987-03-29,226918759
1736,Michelle,Rodriguez,Finland,Rauma,Clove Court,62,1966-06-07,449792077
1737,Amanda,Duncan,China,Shencang,Dottie Circle,499,1988-08-14,938133974
1738,Betty,Flores,Czech Republic,Dolní Černilov,Eggendart Plaza,77,1985-09-20,626645627
1739,Martin,Alexander,Moldova,Ceadîr-Lunga,Bellgrove Way,5,1962-09-30,285139465
1740,Roy,Arnold,Portugal,São Paio de Seide,John Wall Trail,745,1989-12-04,342260459
1741,Mark,Bowman,Haiti,Gros Morne,Spohn Plaza,974,1955-10-12,315542507
1742,Aaron,Hernandez,Brazil,Uruguaiana,Rowland Pass,72908,1945-03-30,965325816
1743,Joan,Ramirez,Sweden,Bankeryd,Manufacturers Point,341,1975-08-17,548219115
1744,Doris,Gomez,Philippines,Kinamayan,Lillian Point,9986,1996-10-31,735880262
1745,Kathleen,Clark,China,Qiankeng,American Hill,8,1997-04-08,313136918
1746,Kimberly,Lopez,Thailand,Mae Hi,Prairieview Place,79543,1974-11-20,451994950
1747,Barbara,Howard,Spain,Castellon De La Plana/Castello De La Pla,Hooker Crossing,5699,1985-01-21,963837932
1748,Angela,Alvarez,United States,Durham,Algoma Trail,2122,1961-12-27,339613463
1749,Mary,Olson,Norway,Arendal,Mayer Avenue,6672,1980-09-14,949065998
1750,Michael,Little,United States,Sacramento,Iowa Circle,19873,1933-10-10,366004816
1751,Donald,Wright,Brazil,Paraipaba,Briar Crest Center,3,1983-10-09,390015271
1752,Willie,Chavez,Russia,Taganskiy,Summit Road,87,1969-03-06,364945620
1753,Gerald,Mendoza,China,Yangmingbu,Fulton Alley,8426,1935-06-20,547724512
1754,Paula,Kelley,France,Bobigny,Chinook Center,746,1974-10-07,540195304
1755,Janice,Armstrong,El Salvador,San Sebastián,Center Trail,9132,1962-05-15,399362325
1756,Diana,Lynch,Mexico,Jardin,Manitowish Terrace,6016,1962-01-21,599873238
1757,Dennis,Robinson,Indonesia,Romba,Monterey Terrace,8,1942-02-14,405758693
1758,Billy,Lynch,China,Xunzhai,Gateway Street,609,1946-07-10,195403174
1759,Gloria,Allen,Colombia,Pradera,Forest Run Point,95407,1938-12-04,627454070
1760,Brandon,Foster,Canada,Grande Prairie,Morning Lane,87,1980-12-01,556633455
1761,Earl,Cunningham,Iran,Konārak,Algoma Way,08477,1939-05-08,844696802
1762,Juan,Gordon,Philippines,San Eduardo,Mayfield Junction,149,1988-03-07,649063256
1763,Paula,Hawkins,Indonesia,Cikoneng,Katie Junction,89,1985-09-18,147927771
1764,Cynthia,Richardson,China,Guanlu,Carioca Pass,88,1991-10-23,186507802
1765,Theresa,Ward,Bolivia,Villamontes,Linden Plaza,10,1935-11-08,508390423
1766,Betty,Adams,Philippines,San Isidro,Express Crossing,8,1954-11-30,305742804
1767,Cynthia,Kelley,China,Gunan,Waxwing Junction,566,1985-07-05,505225900
1768,Gary,Stanley,Indonesia,Jabranti,Sundown Plaza,5,1935-01-26,191616451
1769,Roger,Moore,China,Yaozhou,Bobwhite Parkway,64,1950-02-06,108083871
1770,Albert,Sanchez,Argentina,Gaimán,Blackbird Point,4,1944-05-02,342291526
1771,Deborah,Oliver,Madagascar,Arivonimamo,Elka Park,16,1962-09-30,103256400
1772,Bruce,Gutierrez,United States,Columbus,Grayhawk Pass,76,1944-11-15,885899594
1773,Arthur,Dunn,Ukraine,Chervone,Lakewood Gardens Trail,89,1939-01-06,869985354
1774,Brandon,Morris,Mexico,Cuauhtemoc,Dennis Drive,6,1975-01-20,490319175
1775,Gregory,Porter,Brazil,Poços de Caldas,Gerald Drive,92241,1956-06-29,469587679
1776,Justin,Hart,Honduras,San José de Río Tinto,Milwaukee Point,45719,1987-04-11,587021259
1777,Joyce,Mcdonald,France,Nantes,Spaight Trail,1,1949-02-12,875970182
1778,Alan,Long,Japan,Koshigaya,Lighthouse Bay Center,19239,1982-12-27,279143273
1779,Phyllis,Foster,Thailand,Cho-airong,Lake View Circle,2,1933-05-07,902588587
1780,Andrew,Hamilton,United States,Richmond,Norway Maple Avenue,983,1986-08-17,197017999
1781,Sandra,Wright,China,Yonghe,Bluejay Park,3,1992-10-31,339461168
1782,Christopher,Flores,China,Xinmin,Florence Street,1,1978-12-14,496256648
1783,Earl,Freeman,Finland,Lammi,Nancy Road,3,1996-10-28,655266357
1784,Philip,Porter,France,Paris La Défense,Eastwood Hill,9497,1990-01-06,989774691
1785,Cynthia,Stephens,Russia,Komendantsky aerodrom,Lakewood Gardens Hill,0339,1978-06-27,463697357
1786,Denise,Gilbert,Sweden,Brämhult,Sauthoff Park,00378,1953-11-11,340447513
1787,Phyllis,Adams,Argentina,Caleufú,Bashford Center,16,1966-01-14,485891522
1788,Robin,Rice,Russia,Ust’-Labinsk,Morning Lane,9,1958-08-28,153271318
1789,Angela,Shaw,Denmark,København,Goodland Lane,90059,1936-03-19,969199660
1790,Gary,Cox,China,Xinchang,Lotheville Street,223,1959-05-22,982168773
1791,Kimberly,Smith,Uganda,Bugembe,American Junction,0723,1959-09-05,184642457
1792,Amy,Franklin,Indonesia,Bagangan,Goodland Way,22,1988-09-07,807533898
1793,Christine,Barnes,France,Le Mans,Burrows Parkway,32,1953-12-06,876288288
1794,Lois,Hudson,Sierra Leone,Port Loko,Bowman Plaza,47162,1996-08-14,864236200
1795,Christine,Alvarez,Indonesia,Pining,Cascade Crossing,2578,1953-01-12,911042963
1796,Margaret,Lawson,Democratic Republic of the Congo,Kindu,Fuller Plaza,645,1986-08-18,855633332
1797,Marilyn,Mcdonald,Russia,Knyaginino,Caliangt Way,38395,1979-02-25,425186009
1798,Benjamin,Hawkins,Philippines,Sergio Osmeña Sr,Lighthouse Bay Alley,13,1966-09-19,611671579
1799,Michelle,Payne,Nepal,Gaur,Bluestem Trail,33534,1941-02-21,833227426
1800,Kevin,Adams,United States,Washington,Meadow Valley Way,244,1953-01-08,169416599
1801,Ruby,Johnston,Argentina,Villa General Belgrano,Sullivan Avenue,8544,1943-01-26,255701300
1802,Shawn,Hicks,Philippines,Tabalong,Fulton Terrace,0163,1971-05-27,744077683
1803,Irene,Young,Poland,Pyrzyce,School Crossing,89165,1931-11-18,270012195
1804,Virginia,Thomas,Russia,Plast,Pearson Center,6,1939-04-21,399982215
1805,Janice,Duncan,Indonesia,Mari,Veith Hill,8,1976-01-18,977511520
1806,Richard,Mccoy,Brazil,Brotas,Monument Parkway,2,1979-12-16,764436525
1807,Keith,Clark,Philippines,Cayang,Bobwhite Alley,16,1938-02-14,516415666
1808,Antonio,Hawkins,Peru,Magdalena,South Alley,873,1963-10-24,706218194
1809,Fred,Greene,Yemen,Ḩajjah,Golden Leaf Avenue,609,1935-12-08,618308512
1810,Fred,Reynolds,Spain,Fuenlabrada,Brickson Park Circle,69659,1939-04-04,555271801
1811,Gregory,Cook,Colombia,Cerrito,Scott Hill,965,1966-02-08,791865929
1812,Elizabeth,Dunn,Czech Republic,Malonty,Lindbergh Court,9,1982-03-25,680208533
1813,Julia,Arnold,Greece,Asíni,Blackbird Alley,66618,1991-06-20,447010826
1814,Pamela,Richards,Kiribati,Tabwakea Village,Bartillon Terrace,7,1990-04-28,134228929
1815,Margaret,Gonzalez,China,Yanhe,Nevada Plaza,7,1991-05-22,301247578
1816,Judith,Crawford,China,Zhaike,Union Center,4527,1975-11-30,993581664
1817,Ann,Snyder,Indonesia,Patemon,Rieder Terrace,184,1960-11-07,665375237
1818,Ann,Harper,Philippines,Lambayong,Spohn Parkway,38,1945-11-11,938851302
1819,Fred,Davis,Malaysia,Kuala Lumpur,Londonderry Way,1,1963-07-03,554574438
1820,Lori,Robinson,Sweden,Enköping,Grasskamp Center,7877,1948-08-01,939435875
1821,Edward,Banks,Central African Republic,Bambari,Clove Crossing,57,1968-03-10,788326318
1822,Jean,Moreno,China,Huaqiao,Homewood Pass,4,1965-02-06,794225186
1823,Eric,Washington,China,Shuangcheng,Mcbride Circle,9108,1986-10-11,812780133
1824,Anne,Kennedy,Portugal,Foz Sousa,Gateway Lane,9200,1951-11-13,491821659
1825,Scott,Fernandez,Canada,Rosthern,Cambridge Drive,2,1947-05-14,320620481
1826,Bruce,Harvey,Macedonia,Gorobinci,Fallview Trail,29134,1947-04-27,948827944
1827,Steven,Mason,Slovenia,Ribnica na Pohorju,Southridge Center,84,1972-08-01,209947302
1828,Louis,Stanley,Japan,Yugawara,Bartillon Plaza,3882,1944-08-09,973057389
1829,James,Washington,Sweden,Helsingborg,Stuart Center,1561,1987-10-30,283588554
1830,Thomas,Murphy,Indonesia,Kidangbang,Dakota Pass,290,1988-12-28,763152895
1831,Anna,Perry,Albania,Zall-Herr,Fisk Lane,047,1970-02-06,652057120
1832,Carlos,Simpson,France,Nîmes,Oriole Place,81380,1961-06-04,779854356
1833,Paula,Hicks,Russia,Kushnarënkovo,Luster Plaza,243,1959-05-19,693119615
1834,Cheryl,Kim,Indonesia,Urungpigang,Mcbride Lane,8995,1985-02-11,362574115
1835,Theresa,Patterson,Philippines,Curuan,Manitowish Trail,49893,1944-11-19,236588242
1836,Charles,Gonzalez,Sri Lanka,Horana South,Caliangt Junction,715,1975-12-20,749302983
1837,Kimberly,Rodriguez,Russia,Smolenskaya,Magdeline Street,6200,1947-01-25,885411267
1838,Brenda,Rivera,Indonesia,Girihieum,Acker Center,428,1954-02-12,946234197
1839,Chris,Warren,Austria,Sankt Andrä-Höch,Ridgeview Way,8,1951-05-28,954920563
1840,Jean,Carpenter,China,Jianshe,Main Point,9142,1986-12-04,313626120
1841,Christina,Burns,France,Niort,Lukken Avenue,59,1952-03-24,180118635
1842,Matthew,Wells,Thailand,Wichit,Milwaukee Park,7,1995-09-06,121809706
1843,Timothy,Marshall,Indonesia,Wolometang,Brickson Park Circle,6445,1935-06-30,900535625
1844,Julie,Frazier,China,Taoshan,Sullivan Park,3,1943-11-24,123500007
1845,Diana,Porter,Albania,Moglicë,Fulton Circle,84,1982-07-03,849468123
1846,Annie,Young,China,Tongda,Schlimgen Way,685,1960-01-16,229610525
1847,Jessica,Mills,Poland,Kołbiel,Fallview Center,970,1954-10-31,992619486
1848,Frances,Welch,Cameroon,Batouri,Butterfield Lane,04326,1967-03-11,920925697
1849,Tammy,Lawrence,Norway,Bergen,Debs Terrace,74,1958-03-11,655850390
1850,Johnny,Moore,Ukraine,Baryshivka,Steensland Lane,5,1975-03-12,322890323
1851,Martha,Moore,South Africa,Kroonstad,Sachs Terrace,9755,1968-02-14,572986092
1852,Scott,Hunter,Iran,Rey,Tomscot Place,9996,1988-03-12,736693082
1853,Tammy,Pierce,Tunisia,Tunis,Jenna Center,71920,1935-01-01,755686280
1854,Ann,Ruiz,Indonesia,Sukadana,7th Park,73,1964-09-25,294847801
1855,Johnny,Walker,Russia,Miasskoye,Oak Road,8207,1934-02-14,436065476
1856,Gregory,Gomez,Germany,Osnabrück,Riverside Crossing,0197,1965-09-24,491257704
1857,Maria,Harper,Japan,Tanashichō,Emmet Place,32,1962-07-16,326566667
1858,Scott,Willis,Sweden,Solna,Moland Point,8311,1938-10-18,593469151
1859,David,Robinson,Indonesia,Cikandang,Judy Crossing,64487,1939-08-28,338398959
1860,Louise,Lane,Philippines,Baliton,Independence Center,0,1930-10-15,554895306
1861,Anna,Meyer,Greece,Néa Pélla,Moose Avenue,7145,1967-03-13,940026180
1862,Daniel,Schmidt,China,Duanjia,Reinke Park,2304,1949-06-18,371572669
1863,Virginia,Fisher,Indonesia,Paninggaran,Buena Vista Court,44,1931-10-30,727425193
1864,Ruby,Crawford,China,Xiushan,Thackeray Circle,12069,1988-11-24,623278385
1865,Deborah,Bradley,Indonesia,Gingsir,Londonderry Junction,683,1946-03-22,173907582
1866,Deborah,Lane,Indonesia,Kasreman Wetan,Summerview Road,93568,1986-04-04,126955724
1867,Norma,Kim,Philippines,Aganan,Bluestem Circle,382,1994-06-07,571547679
1868,Helen,Wheeler,Serbia,Kraljevo,Milwaukee Lane,334,1959-08-18,712286563
1869,Aaron,Nguyen,Madagascar,Andapa,4th Alley,990,1931-04-18,752386776
1870,Joseph,Gordon,Indonesia,Kasingan,Old Gate Drive,654,1988-07-24,861624850
1871,Joseph,Griffin,Azerbaijan,Martakert,Norway Maple Alley,40,1979-10-23,509703121
1872,Victor,Mason,Pakistan,Tando Muhammad Khān,Texas Trail,77,1939-04-01,565306561
1873,Antonio,Warren,China,Shazi,Farmco Street,8,1967-11-21,522120346
1874,Michelle,Gordon,Pakistan,Bhawāna,Bluejay Parkway,1843,1963-10-29,379801347
1875,Laura,Miller,Indonesia,Pahing Pamulihan,Springs Avenue,6625,1946-10-30,684752005
1876,Roger,Myers,Indonesia,Sriwing,International Parkway,142,1934-08-05,586901589
1877,Earl,Graham,Venezuela,Clarines,Clarendon Crossing,0046,1944-08-15,348474187
1878,Benjamin,Wheeler,Spain,Santa Cruz De Tenerife,Anhalt Circle,70,1971-04-07,750760100
1879,Bruce,Roberts,China,Yangchun,Kingsford Place,6,1955-10-08,927237597
1880,Walter,Graham,Canada,Fort Macleod,Summer Ridge Pass,069,1969-06-14,664845213
1881,Emily,Stewart,Indonesia,Lohong,Declaration Pass,22,1983-06-13,207700983
1882,Carlos,Rodriguez,Tunisia,Tajerouine,Mcguire Point,7,1978-10-10,530891550
1883,Karen,Green,United States,Philadelphia,Northridge Lane,681,1977-08-12,980494251
1884,Roy,Gilbert,China,Shuitianzhuang,Bonner Alley,3,1984-04-13,435436706
1885,Ralph,Bryant,South Africa,Wolmaransstad,Jay Circle,09071,1984-11-19,564844134
1886,Jose,Parker,France,Digne-les-Bains,Dottie Junction,49507,1962-09-16,392454935
1887,Harry,Gordon,Australia,Eastern Suburbs Mc,Hoard Plaza,31196,1994-12-16,387615854
1888,Elizabeth,Hall,Poland,Brody,Sloan Terrace,09,1956-07-20,533022733
1889,Catherine,Hansen,Russia,Nizhnyaya Tura,Amoth Hill,5052,1946-04-22,479200819
1890,Nicole,Stone,Brazil,Francisco Beltrão,Center Circle,97,1949-12-15,995418435
1891,Bobby,Rice,Indonesia,Klapagada,Starling Plaza,1,1961-10-03,707238874
1892,Dorothy,Reyes,Nepal,Nepalgunj,Oriole Drive,3,1984-06-15,805475276
1893,Bobby,Wells,Japan,Minami-rinkan,Sachs Drive,34038,1932-08-19,795167327
1894,Jeffrey,Andrews,China,Acheng,Oak Alley,2950,1990-10-23,787227317
1895,Evelyn,Moreno,China,Jinsha,Superior Way,90431,1991-06-17,739348309
1896,Victor,Pierce,China,Shiliting,Hollow Ridge Junction,923,1937-10-11,325232118
1897,Ronald,Wagner,United States,Lancaster,Mitchell Drive,873,1950-01-11,189933924
1898,Robert,Payne,China,Dalu,Cordelia Terrace,28738,1986-10-20,600687040
1899,Katherine,Nelson,Ukraine,Savran’,Drewry Junction,32,1954-04-26,693584565
1900,Tina,Sanders,Peru,Huacrachuco,Ridgeview Parkway,3,1988-09-24,226993400
1901,Louis,Payne,Indonesia,Dukuhmencek Lor,East Trail,30,1981-01-26,287710010
1902,Mark,Gomez,Brazil,Antonina,Burrows Circle,37663,1939-10-05,955577992
1903,Kelly,Hawkins,Russia,Ivanishchi,Westport Parkway,4,1955-04-12,893171675
1904,Peter,Riley,Vietnam,Hậu Nghĩa,Moose Center,28015,1991-04-05,196245367
1905,Judith,Campbell,Poland,Radymno,Hudson Drive,96118,1954-07-31,179980711
1906,Kathy,Castillo,France,Golbey,Ohio Street,59,1937-03-12,504592785
1907,Kathleen,Greene,United States,Des Moines,Oakridge Drive,422,1953-08-07,770477959
1908,Anna,Scott,United States,Young America,Golf View Hill,5434,1939-02-27,850616914
1909,Maria,Little,Czech Republic,Řečany nad Labem,Butterfield Junction,91,1945-04-18,280880750
1910,Christine,Elliott,Serbia,Apatin,Ludington Street,56866,1950-03-29,195869567
1911,Keith,Crawford,China,Fucheng,Cottonwood Way,511,1977-10-27,208039477
1912,George,Marshall,China,Yangchun,Helena Hill,2112,1959-07-18,993019137
1913,Joseph,Bailey,Russia,Fastovetskaya,Fordem Alley,4,1956-02-21,899582430
1914,Timothy,Thomas,Venezuela,Mene de Mauroa,Dayton Alley,8,1963-07-29,495150340
1915,Jane,Garrett,Canada,Strathmore,Marcy Lane,8734,1974-11-12,568294873
1916,Doris,Gardner,France,Tarbes,Village Green Lane,58,1949-06-06,237945146
1917,Joyce,Sanchez,Cuba,Cerro,Carioca Avenue,87,1985-04-14,489878202
1918,Betty,Wood,China,Bangshipu,8th Parkway,832,1968-06-10,867592821
1919,Paula,Jacobs,Argentina,Mattaldi,Morning Drive,270,1984-12-09,677538996
1920,Charles,Bailey,Serbia,Bukor,Banding Street,72,1989-12-01,476316500
1921,Amanda,Patterson,Kazakhstan,Ülken,Prairieview Road,05279,1991-12-21,224278559
1922,Emily,Sanchez,Indonesia,Kapakabisa,Burning Wood Point,970,1941-02-18,656787088
1923,Helen,Dixon,Syria,As Sawdā,Ilene Court,14696,1956-09-03,860098753
1924,Randy,Stewart,Sweden,Uppsala,Burning Wood Place,079,1976-01-22,362429106
1925,Sharon,Stevens,Russia,Mendeleyevo,Mosinee Way,8,1934-11-21,945247846
1926,Carl,Berry,Indonesia,Hane,Del Sol Trail,85,1990-10-07,249065190
1927,Stephanie,Watkins,Iran,Shādegān,Duke Way,445,1941-12-01,403623100
1928,Kathryn,Campbell,Indonesia,Rokem Barat,Fordem Drive,9,1934-11-10,576820548
1929,Benjamin,Jordan,Cyprus,Liopétri,Shoshone Lane,9,1945-04-16,518753851
1930,Janice,Stanley,Kazakhstan,Semey,Annamark Hill,079,1941-04-16,937714229
1931,Louis,Simpson,China,Zhangshui,Gulseth Pass,3,1957-02-12,789213765
1932,Janet,Rogers,Ivory Coast,Akoupé,Lakewood Gardens Drive,90435,1937-10-09,973353518
1933,Andrew,Tucker,Ukraine,Brody,Eagan Parkway,8979,1965-10-22,318823614
1934,Joan,Kelly,Panama,Pacora,Mccormick Lane,4697,1952-06-24,111806521
1935,Earl,Clark,China,Tanbu,Judy Way,7054,1950-04-01,629825070
1936,Bonnie,Welch,France,Paris 02,Center Circle,774,1964-09-14,135136014
1937,Kimberly,Kim,United States,Danbury,Jana Trail,9,1997-11-25,599712802
1938,Victor,Ray,China,Sandaogou,Pond Place,974,1949-01-23,698636403
1939,Michelle,Johnston,Thailand,Phu Luang,Meadow Ridge Point,0,1951-12-29,731778134
1940,Diana,Williams,Indonesia,Pali,Talisman Terrace,864,1962-11-18,605396267
1941,Donald,Cunningham,Philippines,Lanuza,Fairview Plaza,441,1950-02-22,398499075
1942,Mark,Adams,China,Yanjiang,Ryan Hill,570,1944-02-28,143871513
1943,Sandra,Garza,Ukraine,Turiys’k,Spaight Point,44,1951-03-21,195976264
1944,Christine,Gray,China,Jinggan,Del Sol Junction,580,1979-10-19,178509836
1945,Christopher,Taylor,Philippines,Malabang,Canary Crossing,06937,1996-09-19,338324954
1946,Janice,Murray,China,Wenwusha,Florence Junction,739,1949-04-28,109037382
1947,Raymond,Weaver,Paraguay,Doctor Juan León Mallorquín,Nobel Plaza,20258,1996-04-13,124355094
1948,Steve,Evans,France,Roubaix,Melby Parkway,949,1984-10-28,755244563
1949,Janet,Carter,Philippines,Naval,Sloan Drive,1,1933-10-25,499677706
1950,Carlos,Woods,Japan,Shimabara,Delaware Circle,94,1985-06-23,545944160
1951,Antonio,Boyd,Peru,Choros,Judy Crossing,88,1969-05-31,701855307
1952,Helen,Bryant,Equatorial Guinea,Río Campo,Moulton Parkway,88,1945-10-13,813291555
1953,Karen,Burke,South Korea,Suisan,Maple Wood Pass,34,1997-12-13,569619747
1954,Walter,Warren,China,Lipu,Dwight Plaza,570,1966-05-28,206894146
1955,Justin,Wells,Sweden,Göteborg,Lindbergh Terrace,7,1943-02-10,643602391
1956,Martha,Mitchell,China,Huazangsi,Namekagon Hill,4,1958-02-25,765472978
1957,Shirley,Murphy,Ireland,Caherconlish,Jana Avenue,480,1943-10-12,419071494
1958,Alan,Gonzalez,France,Rennes,Fuller Crossing,38,1993-04-09,130417876
1959,Christina,Hunt,Argentina,San José de Jáchal,Burrows Way,137,1978-04-14,375054426
1960,Aaron,Dunn,Slovenia,Turnišče,Basil Center,1,1941-01-01,829001436
1961,Nancy,Perkins,Russia,Chemal,Bultman Circle,00223,1956-07-16,984817181
1962,Dennis,Greene,Brazil,Pilar,Maryland Alley,1,1996-09-05,168583824
1963,Ann,Gibson,Brazil,Itinga,Hoffman Street,40,1973-10-02,693981728
1964,Jane,Simmons,Philippines,San Vicente,Twin Pines Junction,41522,1991-03-25,814383931
1965,Teresa,Mills,Armenia,Saratak,Artisan Parkway,366,1989-08-27,695173048
1966,Lois,Olson,Myanmar,Mogok,Katie Center,5,1935-05-17,785286912
1967,Lisa,Wood,Portugal,Barreiras,Springs Point,12,1992-01-03,787254373
1968,Samuel,Harvey,Mexico,El Salitre,Pawling Drive,48738,1992-02-27,748397792
1969,Rebecca,Nguyen,Chile,Vallenar,Jenifer Crossing,01,1936-04-18,540969097
1970,Christopher,James,Poland,Sarnaki,Hovde Point,7992,1944-05-05,378997128
1971,Martha,Rose,Argentina,Villa Nueva,Merry Place,68880,1944-04-15,356376983
1972,Keith,Gilbert,China,Jixiang,Upham Parkway,70,1988-07-29,424803942
1973,Jack,Miller,China,Jiaqiao,Rutledge Road,55169,1944-06-22,408712992
1974,Steven,Parker,Azerbaijan,Digah,Welch Terrace,59088,1958-11-26,676539836
1975,Carol,Walker,United States,Daytona Beach,Lotheville Street,30442,1961-08-30,442132657
1976,Kimberly,Cox,China,Hengjie,Shasta Drive,8,1947-10-28,631808649
1977,Phillip,Mason,Ukraine,Soledar,Nobel Center,4958,1948-06-09,530186067
1978,Craig,Hall,South Africa,Kakamas,Birchwood Trail,9,1953-10-23,962301840
1979,Angela,Wallace,United Kingdom,Liverpool,Hovde Crossing,3247,1980-04-03,417515331
1980,Rachel,Stevens,Indonesia,Sukaraharja,Marquette Center,9,1973-11-09,403199834
1981,Sarah,Murray,Croatia,Markušica,Pawling Alley,7,1993-12-04,807966802
1982,Ann,Welch,China,Zhanlong,Oneill Trail,21,1980-08-06,687166591
1983,Joe,Cook,United States,Winter Haven,Superior Plaza,8,1941-09-18,398494605
1984,Catherine,Gray,China,Lifuta,Farwell Place,70434,1983-06-06,311178901
1985,Edward,Warren,Japan,Aso,Hollow Ridge Circle,6156,1985-09-15,555495169
1986,Michael,Martinez,Japan,Nagasaki-shi,Forest Plaza,0,1984-02-18,860333702
1987,Jeremy,Cox,El Salvador,San Salvador,Tennyson Drive,65039,1975-09-19,102576183
1988,Earl,Wallace,Cuba,Pedro Betancourt,Memorial Point,989,1984-04-29,786060348
1989,Sarah,Kelley,China,Zhangdun,Carberry Street,8955,1961-09-28,437499804
1990,Ralph,Stone,Serbia,Inđija,Columbus Plaza,958,1960-03-17,302912057
1991,Jack,Roberts,Ecuador,El Ángel,Eastlawn Park,8927,1985-08-12,518485978
1992,Harry,Snyder,Sweden,Sundbyberg,Carioca Center,4,1980-09-26,851342915
1993,Robert,Perry,China,Kanshan,Fulton Court,24,1958-01-09,108148359
1994,Ronald,Jordan,Brazil,Amargosa,Forest Dale Street,35594,1963-02-18,749672502
1995,Benjamin,Jenkins,Serbia,Adorjan,Norway Maple Trail,6,1945-05-09,693819603
1996,Jeffrey,Hall,France,Auxerre,Sutherland Trail,686,1952-01-21,317797428
1997,Terry,Webb,Uruguay,Santa Rosa,Heffernan Terrace,2704,1962-09-15,637542740
1998,Albert,Howard,Indonesia,Bajo,Quincy Junction,108,1979-02-22,660180243
1999,Andrea,Gilbert,France,Lyon,Lyons Point,0164,1981-09-07,964006287
2000,Arthur,Garrett,Philippines,Matalam,Shasta Way,0645,1965-03-06,826334325
2001,Patrick,Frazier,Japan,Ishikari,Shasta Place,19614,1968-04-17,631006212
2002,Willie,Long,Cambodia,Phumĭ Véal Srê,Fairfield Alley,1,1996-12-15,579038342
2003,Carol,Chavez,Argentina,Bella Vista,Redwing Junction,97,1983-10-26,436051345
2004,Rose,Wood,China,Nandulehe,Golden Leaf Drive,3,1982-11-15,178308189
2005,Russell,Cunningham,Russia,Nizhnyaya Tavda,Cottonwood Avenue,76453,1962-04-07,555086401
2006,Teresa,Cunningham,Greece,Týrnavos,Farwell Drive,94,1934-02-11,725436506
2007,Ruth,Carter,Togo,Lomé,Pearson Drive,97821,1964-08-05,350128337
2008,Mark,Snyder,Czech Republic,Dřiteň,Fairview Terrace,65,1967-05-26,729239791
2009,Lois,Cox,Argentina,Arroyo Seco,Little Fleur Lane,34,1964-01-09,854030314
2010,Brenda,Wheeler,Portugal,Almargem do Bispo,Sheridan Junction,32391,1969-10-08,190064600
2011,Sarah,Johnston,Vietnam,Thị Trấn Tam Sơn,Delaware Trail,0127,1987-04-10,329030492
2012,Dorothy,Black,China,Dongmaku,Fairview Pass,19966,1973-07-21,713313681
2013,Walter,West,Reunion,Saint-Pierre,Surrey Place,32369,1930-11-21,176714009
2014,Andrew,Allen,Indonesia,Sindangrasa,Little Fleur Pass,09912,1974-08-02,499601630
2015,William,Perry,Angola,Uíge,Meadow Vale Court,45,1992-04-19,769282032
2016,Judy,Riley,China,Yongheshi,Gale Road,6866,1951-12-22,719466000
2017,Sandra,Lawson,Italy,Genova,Esch Park,92901,1988-05-01,464074878
2018,Richard,Hall,Argentina,Rawson,Larry Street,7381,1930-03-24,848368419
2019,Ernest,Johnston,Finland,Lieksa,Lake View Circle,393,1972-05-23,308526451
2020,Emily,Palmer,Central African Republic,Alindao,Nelson Drive,35445,1957-06-11,550450589
2021,Harry,Cruz,Uganda,Ngora,Sage Circle,45230,1967-04-20,434983901
2022,Betty,White,Philippines,Malibong East,Tomscot Road,4431,1990-11-09,434905550
2023,Kimberly,Carter,Brazil,Aracati,Claremont Center,47470,1937-02-09,132102470
2024,Benjamin,Black,Mexico,San Martin,Arizona Alley,29152,1931-08-09,220423916
2025,Willie,Harper,Benin,Natitingou,3rd Lane,844,1985-10-11,271478972
2026,Annie,Franklin,Honduras,Yoro,Sunbrook Place,95,1982-01-21,877433787
2027,Lillian,Palmer,China,Yinkeng,Kingsford Trail,0398,1935-03-17,121821483
2028,Kevin,Turner,France,Noyelles-sous-Lens,Ludington Road,46,1974-08-21,829524523
2029,Carol,Armstrong,China,Jianguo,Carioca Place,0337,1948-12-23,637644055
2030,Melissa,Lewis,Libya,Tūkrah,Brown Pass,49053,1954-07-11,630595809
2031,Judith,Clark,Vietnam,Chợ Lầu,Dunning Pass,849,1954-03-26,112189333
2032,Brenda,Wheeler,China,Tieremu,Southridge Drive,061,1950-08-13,201524256
2033,Evelyn,Arnold,Philippines,Albuera,Dorton Avenue,07,1948-05-12,538867514
2034,Kimberly,Nichols,Palestinian Territory,Al Hāshimīyah,Packers Alley,77791,1981-09-06,477317864
2035,Maria,Spencer,Ukraine,Prosyana,Monica Park,5799,1937-02-02,101243683
2036,Amanda,Clark,Philippines,Cayungnan,Cordelia Point,532,1978-05-24,795299780
2037,Clarence,Simmons,Bangladesh,Rāmganj,Kenwood Alley,77,1949-02-19,706093304
2038,Jennifer,Arnold,China,Xijia,Dahle Terrace,0,1995-04-09,517115144
2039,Chris,Mccoy,Czech Republic,Staré Město,Eliot Drive,68707,1993-08-31,157946174
2040,Jose,Mills,Russia,Belgorod,North Terrace,2833,1943-01-31,327049003
